date,EEM,EFA,IEF,JNK,SCHH,^GSPC,^RUT
2020-04-16,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-17,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-20,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-21,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-22,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-23,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-24,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-27,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-28,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-04-29,4.0,6.0,1.0,3.0,7.0,2.0,5.0
2020-04-30,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-01,5.0,4.0,1.0,3.0,7.0,2.0,6.0
2020-05-04,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-05,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-06,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-07,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-08,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-11,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-12,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-13,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-14,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-15,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-18,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-19,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-20,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-05-21,4.0,6.0,1.0,3.0,7.0,2.0,5.0
2020-05-22,6.0,5.0,1.0,3.0,7.0,2.0,4.0
2020-05-26,6.0,5.0,1.0,3.0,7.0,2.0,4.0
2020-05-27,6.0,5.0,1.0,4.0,7.0,2.0,3.0
2020-05-28,6.0,4.0,1.0,3.0,7.0,2.0,5.0
2020-05-29,6.0,4.0,1.0,3.0,7.0,2.0,5.0
2020-06-01,5.0,4.0,1.0,3.0,7.0,2.0,6.0
2020-06-02,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-06-03,3.0,4.0,1.0,5.0,7.0,2.0,6.0
2020-06-04,5.0,3.0,1.0,4.0,7.0,2.0,6.0
2020-06-05,5.0,4.0,2.0,6.0,7.0,1.0,3.0
2020-06-08,5.0,4.0,2.0,6.0,7.0,1.0,3.0
2020-06-09,5.0,4.0,2.0,6.0,7.0,1.0,3.0
2020-06-10,3.0,4.0,2.0,6.0,7.0,1.0,5.0
2020-06-11,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-06-12,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-15,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-06-16,5.0,6.0,1.0,3.0,7.0,2.0,4.0
2020-06-17,4.0,5.0,1.0,3.0,7.0,2.0,6.0
2020-06-18,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-19,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-22,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-23,3.0,4.0,1.0,5.0,7.0,2.0,6.0
2020-06-24,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-25,3.0,4.0,1.0,5.0,7.0,2.0,6.0
2020-06-26,3.0,5.0,1.0,4.0,7.0,2.0,6.0
2020-06-29,3.0,4.0,1.0,6.0,7.0,2.0,5.0
2020-06-30,3.0,5.0,1.0,6.0,7.0,2.0,4.0
2020-07-01,3.0,4.0,1.0,6.0,7.0,2.0,5.0
2020-07-02,3.0,4.0,1.0,6.0,7.0,2.0,5.0
2020-07-06,1.0,4.0,3.0,6.0,7.0,2.0,5.0
2020-07-07,3.0,4.0,1.0,5.0,7.0,2.0,6.0
2020-07-08,1.0,4.0,2.0,5.0,7.0,3.0,6.0
2020-07-09,1.0,4.0,2.0,5.0,7.0,3.0,6.0
2020-07-10,1.0,4.0,3.0,5.0,7.0,2.0,6.0
2020-07-13,1.0,4.0,2.0,5.0,7.0,3.0,6.0
2020-07-14,2.0,4.0,3.0,5.0,7.0,1.0,6.0
2020-07-15,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-07-16,3.0,4.0,2.0,6.0,7.0,1.0,5.0
2020-07-17,3.0,4.0,2.0,6.0,7.0,1.0,5.0
2020-07-20,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-07-21,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-07-22,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-07-23,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-07-24,2.0,4.0,3.0,5.0,7.0,1.0,6.0
2020-07-27,1.0,4.0,3.0,6.0,7.0,2.0,5.0
2020-07-28,1.0,4.0,3.0,5.0,7.0,2.0,6.0
2020-07-29,1.0,4.0,3.0,6.0,7.0,2.0,5.0
2020-07-30,2.0,6.0,3.0,5.0,7.0,1.0,4.0
2020-07-31,2.0,6.0,3.0,4.0,7.0,1.0,5.0
2020-08-03,2.0,6.0,3.0,5.0,7.0,1.0,4.0
2020-08-04,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-08-05,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-08-06,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-08-07,2.0,6.0,4.0,5.0,7.0,1.0,3.0
2020-08-10,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-11,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-12,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-13,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-14,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-17,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-18,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-19,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-20,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-21,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-24,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-25,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-26,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-27,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-28,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-08-31,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-09-01,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-09-02,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-09-03,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-04,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-08,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-09,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-10,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-11,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-09-14,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-15,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-16,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-09-17,1.0,5.0,4.0,6.0,7.0,2.0,3.0
2020-09-18,1.0,5.0,3.0,6.0,7.0,2.0,4.0
2020-09-21,1.0,4.0,3.0,6.0,7.0,2.0,5.0
2020-09-22,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-23,2.0,4.0,3.0,5.0,7.0,1.0,6.0
2020-09-24,2.0,4.0,3.0,5.0,7.0,1.0,6.0
2020-09-25,2.0,4.0,3.0,6.0,7.0,1.0,5.0
2020-09-28,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-29,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-09-30,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-10-01,2.0,5.0,3.0,6.0,7.0,1.0,4.0
2020-10-02,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-10-05,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-10-06,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-10-07,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-10-08,2.0,4.0,5.0,6.0,7.0,1.0,3.0
2020-10-09,2.0,4.0,5.0,6.0,7.0,1.0,3.0
2020-10-12,2.0,4.0,5.0,6.0,7.0,1.0,3.0
2020-10-13,2.0,4.0,5.0,6.0,7.0,1.0,3.0
2020-10-14,2.0,4.0,5.0,6.0,7.0,1.0,3.0
2020-10-15,3.0,5.0,4.0,6.0,7.0,1.0,2.0
2020-10-16,3.0,5.0,4.0,6.0,7.0,1.0,2.0
2020-10-19,2.0,5.0,4.0,6.0,7.0,1.0,3.0
2020-10-20,1.0,4.0,5.0,6.0,7.0,2.0,3.0
2020-10-21,1.0,5.0,4.0,6.0,7.0,2.0,3.0
2020-10-22,1.0,4.0,5.0,6.0,7.0,2.0,3.0
2020-10-23,1.0,4.0,5.0,6.0,7.0,2.0,3.0
2020-10-26,1.0,5.0,4.0,6.0,7.0,2.0,3.0
2020-10-27,1.0,6.0,4.0,5.0,7.0,2.0,3.0
2020-10-28,1.0,6.0,4.0,5.0,7.0,2.0,3.0
2020-10-29,1.0,6.0,4.0,5.0,7.0,2.0,3.0
2020-10-30,1.0,6.0,4.0,5.0,7.0,2.0,3.0
2020-11-02,1.0,6.0,4.0,5.0,7.0,3.0,2.0
2020-11-03,1.0,4.0,5.0,6.0,7.0,3.0,2.0
2020-11-04,1.0,4.0,5.0,6.0,7.0,2.0,3.0
2020-11-05,1.0,4.0,6.0,5.0,7.0,3.0,2.0
2020-11-06,1.0,4.0,6.0,5.0,7.0,2.0,3.0
2020-11-09,1.0,4.0,6.0,5.0,7.0,3.0,2.0
2020-11-10,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-11,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-12,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-13,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-16,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-17,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-18,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-19,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-20,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-23,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-24,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-25,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-27,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-11-30,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-01,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-02,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-03,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-04,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2020-12-07,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2020-12-08,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-09,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-10,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-11,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-14,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-15,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-16,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-17,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2020-12-18,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-21,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-22,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-23,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-24,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-28,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2020-12-29,2.0,4.0,6.0,5.0,7.0,3.0,1.0
2020-12-30,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2020-12-31,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-04,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-05,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-06,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-07,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-08,2.0,3.0,7.0,5.0,6.0,4.0,1.0
2021-01-11,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-12,2.0,3.0,6.0,5.0,7.0,4.0,1.0
2021-01-13,2.0,3.0,7.0,5.0,6.0,4.0,1.0
2021-01-14,2.0,3.0,7.0,5.0,6.0,4.0,1.0
2021-01-15,2.0,3.0,7.0,5.0,6.0,4.0,1.0
2021-01-19,2.0,3.0,7.0,5.0,6.0,4.0,1.0
2021-01-20,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-21,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-22,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-25,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-26,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-01-27,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-28,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-01-29,2.0,4.0,7.0,5.0,6.0,3.0,1.0
2021-02-01,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-02,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-03,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-04,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-05,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-08,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-09,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-10,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-11,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-12,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-16,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-02-17,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-18,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-19,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-02-22,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-02-23,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-02-24,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-02-25,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-02-26,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-01,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-02,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-03,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-03-04,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-03-05,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-08,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-09,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-10,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-11,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-12,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-15,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-16,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-17,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-18,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-03-19,2.0,3.0,7.0,6.0,5.0,4.0,1.0
2021-03-22,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-23,2.0,4.0,7.0,6.0,5.0,3.0,1.0
2021-03-24,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-03-25,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-03-26,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-03-29,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-03-30,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-03-31,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-04-01,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-04-05,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-04-06,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-04-07,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-04-08,3.0,4.0,7.0,6.0,5.0,2.0,1.0
2021-04-09,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-04-12,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-04-13,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-04-14,4.0,3.0,7.0,6.0,5.0,2.0,1.0
2021-04-15,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-04-16,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-04-19,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-04-20,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-21,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-22,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-23,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-26,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-27,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-28,4.0,5.0,7.0,6.0,3.0,2.0,1.0
2021-04-29,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-04-30,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-05-03,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-04,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-05,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-06,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-05-07,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-10,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-11,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-12,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-05-13,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-14,5.0,3.0,7.0,6.0,4.0,2.0,1.0
2021-05-17,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-18,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-19,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-20,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-21,5.0,4.0,7.0,6.0,3.0,2.0,1.0
2021-05-24,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-05-25,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-05-26,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-05-27,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-05-28,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-01,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-02,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-03,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-04,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-07,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-08,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-09,5.0,3.0,7.0,6.0,2.0,4.0,1.0
2021-06-10,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-06-11,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-14,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-15,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-16,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-17,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-18,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-06-21,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-06-22,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-23,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-24,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-25,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-28,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-29,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-06-30,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-01,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-02,5.0,4.0,7.0,6.0,2.0,3.0,1.0
2021-07-06,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-07-07,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-08,4.0,3.0,6.0,5.0,1.0,,2.0
2021-07-09,5.0,4.0,7.0,6.0,1.0,3.0,2.0
2021-07-12,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-13,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-14,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-15,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-16,5.0,4.0,7.0,6.0,1.0,2.0,3.0
2021-07-19,4.0,3.0,6.0,5.0,1.0,2.0,
