date,EEM,EFA,IEF,JNK,SCHH,^GSPC,^RUT
2016-01-04,,,,,,,
2016-01-05,,,,,,,
2016-01-06,,,,,,,
2016-01-07,,,,,,,
2016-01-08,,,,,,,
2016-01-11,,,,,,,
2016-01-12,,,,,,,
2016-01-13,,,,,,,
2016-01-14,,,,,,,
2016-01-15,,,,,,,
2016-01-19,,,,,,,
2016-01-20,,,,,,,
2016-01-21,,,,,,,
2016-01-22,,,,,,,
2016-01-25,,,,,,,
2016-01-26,,,,,,,
2016-01-27,,,,,,,
2016-01-28,,,,,,,
2016-01-29,,,,,,,
2016-02-01,,,,,,,
2016-02-02,,,,,,,
2016-02-03,,,,,,,
2016-02-04,,,,,,,
2016-02-05,,,,,,,
2016-02-08,,,,,,,
2016-02-09,,,,,,,
2016-02-10,,,,,,,
2016-02-11,,,,,,,
2016-02-12,,,,,,,
2016-02-16,,,,,,,
2016-02-17,,,,,,,
2016-02-18,,,,,,,
2016-02-19,,,,,,,
2016-02-22,,,,,,,
2016-02-23,,,,,,,
2016-02-24,,,,,,,
2016-02-25,,,,,,,
2016-02-26,,,,,,,
2016-02-29,,,,,,,
2016-03-01,,,,,,,
2016-03-02,,,,,,,
2016-03-03,,,,,,,
2016-03-04,,,,,,,
2016-03-07,,,,,,,
2016-03-08,,,,,,,
2016-03-09,,,,,,,
2016-03-10,,,,,,,
2016-03-11,,,,,,,
2016-03-14,,,,,,,
2016-03-15,,,,,,,
2016-03-16,,,,,,,
2016-03-17,,,,,,,
2016-03-18,,,,,,,
2016-03-21,,,,,,,
2016-03-22,,,,,,,
2016-03-23,,,,,,,
2016-03-24,,,,,,,
2016-03-28,,,,,,,
2016-03-29,,,,,,,
2016-03-30,,,,,,,
2016-03-31,,,,,,,
2016-04-01,,,,,,,
2016-04-04,,,,,,,
2016-04-05,,,,,,,
2016-04-06,,,,,,,
2016-04-07,,,,,,,
2016-04-08,,,,,,,
2016-04-11,,,,,,,
2016-04-12,,,,,,,
2016-04-13,,,,,,,
2016-04-14,,,,,,,
2016-04-15,,,,,,,
2016-04-18,,,,,,,
2016-04-19,,,,,,,
2016-04-20,,,,,,,
2016-04-21,,,,,,,
2016-04-22,,,,,,,
2016-04-25,,,,,,,
2016-04-26,,,,,,,
2016-04-27,,,,,,,
2016-04-28,,,,,,,
2016-04-29,,,,,,,
2016-05-02,,,,,,,
2016-05-03,,,,,,,
2016-05-04,,,,,,,
2016-05-05,,,,,,,
2016-05-06,,,,,,,
2016-05-09,,,,,,,
2016-05-10,,,,,,,
2016-05-11,,,,,,,
2016-05-12,,,,,,,
2016-05-13,,,,,,,
2016-05-16,,,,,,,
2016-05-17,,,,,,,
2016-05-18,,,,,,,
2016-05-19,,,,,,,
2016-05-20,,,,,,,
2016-05-23,,,,,,,
2016-05-24,,,,,,,
2016-05-25,,,,,,,
2016-05-26,,,,,,,
2016-05-27,,,,,,,
2016-05-31,,,,,,,
2016-06-01,,,,,,,
2016-06-02,,,,,,,
2016-06-03,,,,,,,
2016-06-06,,,,,,,
2016-06-07,,,,,,,
2016-06-08,,,,,,,
2016-06-09,,,,,,,
2016-06-10,,,,,,,
2016-06-13,,,,,,,
2016-06-14,,,,,,,
2016-06-15,,,,,,,
2016-06-16,,,,,,,
2016-06-17,,,,,,,
2016-06-20,,,,,,,
2016-06-21,,,,,,,
2016-06-22,,,,,,,
2016-06-23,,,,,,,
2016-06-24,,,,,,,
2016-06-27,,,,,,,
2016-06-28,,,,,,,
2016-06-29,,,,,,,
2016-06-30,,,,,,,
2016-07-01,,,,,,,
2016-07-05,,,,,,,
2016-07-06,,,,,,,
2016-07-07,,,,,,,
2016-07-08,,,,,,,
2016-07-11,,,,,,,
2016-07-12,,,,,,,
2016-07-13,,,,,,,
2016-07-14,,,,,,,
2016-07-15,,,,,,,
2016-07-18,,,,,,,
2016-07-19,,,,,,,
2016-07-20,,,,,,,
2016-07-21,,,,,,,
2016-07-22,,,,,,,
2016-07-25,,,,,,,
2016-07-26,,,,,,,
2016-07-27,,,,,,,
2016-07-28,,,,,,,
2016-07-29,,,,,,,
2016-08-01,,,,,,,
2016-08-02,,,,,,,
2016-08-03,,,,,,,
2016-08-04,,,,,,,
2016-08-05,,,,,,,
2016-08-08,,,,,,,
2016-08-09,,,,,,,
2016-08-10,,,,,,,
2016-08-11,,,,,,,
2016-08-12,,,,,,,
2016-08-15,,,,,,,
2016-08-16,,,,,,,
2016-08-17,,,,,,,
2016-08-18,,,,,,,
2016-08-19,,,,,,,
2016-08-22,,,,,,,
2016-08-23,,,,,,,
2016-08-24,,,,,,,
2016-08-25,,,,,,,
2016-08-26,,,,,,,
2016-08-29,,,,,,,
2016-08-30,,,,,,,
2016-08-31,,,,,,,
2016-09-01,,,,,,,
2016-09-02,,,,,,,
2016-09-06,,,,,,,
2016-09-07,,,,,,,
2016-09-08,,,,,,,
2016-09-09,,,,,,,
2016-09-12,,,,,,,
2016-09-13,,,,,,,
2016-09-14,,,,,,,
2016-09-15,,,,,,,
2016-09-16,,,,,,,
2016-09-19,,,,,,,
2016-09-20,,,,,,,
2016-09-21,,,,,,,
2016-09-22,,,,,,,
2016-09-23,,,,,,,
2016-09-26,,,,,,,
2016-09-27,,,,,,,
2016-09-28,,,,,,,
2016-09-29,,,,,,,
2016-09-30,,,,,,,
2016-10-03,,,,,,,
2016-10-04,,,,,,,
2016-10-05,,,,,,,
2016-10-06,,,,,,,
2016-10-07,,,,,,,
2016-10-10,,,,,,,
2016-10-11,,,,,,,
2016-10-12,,,,,,,
2016-10-13,,,,,,,
2016-10-14,,,,,,,
2016-10-17,,,,,,,
2016-10-18,,,,,,,
2016-10-19,,,,,,,
2016-10-20,,,,,,,
2016-10-21,,,,,,,
2016-10-24,,,,,,,
2016-10-25,,,,,,,
2016-10-26,,,,,,,
2016-10-27,,,,,,,
2016-10-28,,,,,,,
2016-10-31,,,,,,,
2016-11-01,,,,,,,
2016-11-02,,,,,,,
2016-11-03,,,,,,,
2016-11-04,,,,,,,
2016-11-07,,,,,,,
2016-11-08,,,,,,,
2016-11-09,,,,,,,
2016-11-10,,,,,,,
2016-11-11,,,,,,,
2016-11-14,,,,,,,
2016-11-15,,,,,,,
2016-11-16,,,,,,,
2016-11-17,,,,,,,
2016-11-18,,,,,,,
2016-11-21,,,,,,,
2016-11-22,,,,,,,
2016-11-23,,,,,,,
2016-11-25,,,,,,,
2016-11-28,,,,,,,
2016-11-29,,,,,,,
2016-11-30,,,,,,,
2016-12-01,,,,,,,
2016-12-02,,,,,,,
2016-12-05,,,,,,,
2016-12-06,,,,,,,
2016-12-07,,,,,,,
2016-12-08,,,,,,,
2016-12-09,,,,,,,
2016-12-12,,,,,,,
2016-12-13,,,,,,,
2016-12-14,,,,,,,
2016-12-15,,,,,,,
2016-12-16,,,,,,,
2016-12-19,,,,,,,
2016-12-20,,,,,,,
2016-12-21,,,,,,,
2016-12-22,,,,,,,
2016-12-23,,,,,,,
2016-12-27,,,,,,,
2016-12-28,0.01,0.01,-0.05,0.03,-0.02,0.07,0.16
2016-12-29,0.03,0.01,-0.05,0.03,-0.01,0.07,0.16
2016-12-30,0.02,0.01,-0.05,0.04,0.0,0.07,0.16
2017-01-03,0.03,0.02,-0.05,0.04,0.0,0.08,0.16
2017-01-04,0.04,0.03,-0.04,0.04,0.02,0.08,0.18
2017-01-05,0.05,0.04,-0.04,0.04,0.02,0.08,0.17
2017-01-06,0.04,0.03,-0.04,0.04,0.02,0.08,0.16
2017-01-09,0.04,0.03,-0.04,0.04,0.01,0.08,0.15
2017-01-10,0.05,0.03,-0.04,0.04,0.0,0.08,0.16
2017-01-11,0.06,0.04,-0.04,0.04,-0.01,0.08,0.16
2017-01-12,0.06,0.04,-0.04,0.04,-0.0,0.08,0.15
2017-01-13,0.06,0.04,-0.04,0.04,-0.01,0.08,0.16
2017-01-17,0.06,0.04,-0.03,0.04,0.0,0.08,0.14
2017-01-18,0.05,0.03,-0.04,0.04,0.0,0.08,0.14
2017-01-19,0.05,0.03,-0.05,0.04,-0.01,0.07,0.13
2017-01-20,0.05,0.04,-0.04,0.04,-0.0,0.07,0.14
2017-01-23,0.06,0.04,-0.04,0.04,0.01,0.07,0.13
2017-01-24,0.07,0.04,-0.04,0.04,0.01,0.08,0.15
2017-01-25,0.08,0.05,-0.05,0.04,-0.0,0.08,0.16
2017-01-26,0.07,0.05,-0.05,0.04,-0.0,0.08,0.15
2017-01-27,0.07,0.04,-0.04,0.04,-0.01,0.08,0.15
2017-01-30,0.07,0.04,-0.04,0.04,-0.02,0.07,0.13
2017-01-31,0.07,0.04,-0.04,0.04,-0.01,0.07,0.14
2017-02-01,0.07,0.04,-0.04,0.04,-0.03,0.07,0.13
2017-02-02,0.07,0.04,-0.04,0.04,-0.02,0.07,0.13
2017-02-03,0.08,0.05,-0.04,0.04,-0.01,0.08,0.14
2017-02-06,0.07,0.04,-0.04,0.03,-0.01,0.08,0.13
2017-02-07,0.07,0.04,-0.04,0.03,-0.02,0.08,0.13
2017-02-08,0.07,0.04,-0.03,0.03,-0.01,0.07,0.12
2017-02-09,0.08,0.04,-0.04,0.03,-0.01,0.08,0.14
2017-02-10,0.09,0.04,-0.04,0.03,-0.0,0.08,0.15
2017-02-13,0.09,0.05,-0.04,0.03,-0.0,0.09,0.15
2017-02-14,0.09,0.04,-0.04,0.04,-0.01,0.09,0.15
2017-02-15,0.1,0.05,-0.04,0.03,-0.01,0.1,0.15
2017-02-16,0.09,0.05,-0.04,0.03,-0.01,0.09,0.15
2017-02-17,0.09,0.05,-0.04,0.03,-0.0,0.1,0.15
2017-02-21,0.1,0.05,-0.04,0.04,0.01,0.1,0.15
2017-02-22,0.1,0.05,-0.04,0.04,0.01,0.1,0.15
2017-02-23,0.1,0.05,-0.03,0.04,0.01,0.1,0.14
2017-02-24,0.08,0.04,-0.03,0.04,0.01,0.1,0.14
2017-02-27,0.08,0.04,-0.03,0.04,0.02,0.1,0.15
2017-02-28,0.07,0.04,-0.03,0.04,0.01,0.1,0.13
2017-03-01,0.08,0.05,-0.04,0.04,0.01,0.11,0.15
2017-03-02,0.07,0.04,-0.04,0.03,0.0,0.1,0.13
2017-03-03,0.07,0.05,-0.04,0.03,-0.0,0.1,0.13
2017-03-06,0.07,0.05,-0.04,0.03,-0.0,0.1,0.12
2017-03-07,0.07,0.04,-0.04,0.02,-0.01,0.09,0.11
2017-03-08,0.06,0.04,-0.05,0.01,-0.03,0.09,0.11
2017-03-09,0.05,0.04,-0.05,0.01,-0.04,0.09,0.1
2017-03-10,0.06,0.05,-0.05,0.01,-0.05,0.09,0.1
2017-03-13,0.08,0.06,-0.05,0.01,-0.05,0.09,0.11
2017-03-14,0.07,0.05,-0.05,0.01,-0.05,0.09,0.1
2017-03-15,0.1,0.06,-0.04,0.02,-0.02,0.1,0.11
2017-03-16,0.11,0.07,-0.04,0.02,-0.03,0.1,0.12
2017-03-17,0.1,0.07,-0.04,0.02,-0.02,0.09,0.12
2017-03-20,0.12,0.07,-0.04,0.02,-0.03,0.09,0.11
2017-03-21,0.1,0.06,-0.03,0.01,-0.03,0.08,0.08
2017-03-22,0.11,0.06,-0.03,0.01,-0.03,0.08,0.08
2017-03-23,0.11,0.06,-0.03,0.01,-0.02,0.08,0.08
2017-03-24,0.11,0.07,-0.03,0.01,-0.03,0.07,0.08
2017-03-27,0.1,0.07,-0.03,0.01,-0.04,0.07,0.09
2017-03-28,0.11,0.07,-0.03,0.02,-0.03,0.08,0.09
2017-03-29,0.11,0.07,-0.03,0.02,-0.03,0.08,0.1
2017-03-30,0.1,0.07,-0.03,0.02,-0.02,0.08,0.1
2017-03-31,0.09,0.07,-0.03,0.02,-0.02,0.08,0.1
2017-04-03,0.1,0.06,-0.03,0.02,-0.02,0.08,0.09
2017-04-04,0.1,0.06,-0.03,0.02,-0.02,0.08,0.09
2017-04-05,0.09,0.06,-0.03,0.02,-0.02,0.07,0.08
2017-04-06,0.09,0.06,-0.03,0.02,-0.01,0.08,0.08
2017-04-07,0.09,0.06,-0.03,0.02,-0.01,0.07,0.08
2017-04-10,0.08,0.05,-0.03,0.02,-0.0,0.07,0.08
2017-04-11,0.08,0.06,-0.02,0.02,0.0,0.07,0.09
2017-04-12,0.08,0.06,-0.02,0.02,0.0,0.07,0.08
2017-04-13,0.08,0.05,-0.02,0.01,-0.0,0.06,0.06
2017-04-17,0.09,0.06,-0.02,0.02,0.01,0.07,0.08
2017-04-18,0.08,0.05,-0.01,0.02,0.01,0.06,0.08
2017-04-19,0.07,0.05,-0.01,0.02,0.01,0.06,0.08
2017-04-20,0.08,0.06,-0.02,0.02,0.01,0.07,0.09
2017-04-21,0.08,0.06,-0.02,0.02,0.01,0.07,0.09
2017-04-24,0.1,0.08,-0.02,0.02,-0.0,0.08,0.1
2017-04-25,0.11,0.09,-0.02,0.02,0.0,0.08,0.11
2017-04-26,0.1,0.09,-0.02,0.02,-0.01,0.08,0.12
2017-04-27,0.1,0.09,-0.02,0.02,-0.01,0.08,0.11
2017-04-28,0.1,0.09,-0.02,0.02,-0.02,0.08,0.1
2017-05-01,0.1,0.09,-0.02,0.02,-0.02,0.08,0.1
2017-05-02,0.11,0.1,-0.02,0.02,-0.02,0.08,0.1
2017-05-03,0.1,0.09,-0.02,0.02,-0.03,0.08,0.09
2017-05-04,0.09,0.1,-0.02,0.01,-0.03,0.08,0.09
2017-05-05,0.1,0.11,-0.02,0.02,-0.02,0.08,0.09
2017-05-08,0.1,0.11,-0.02,0.02,-0.03,0.08,0.09
2017-05-09,0.11,0.1,-0.03,0.02,-0.03,0.08,0.09
2017-05-10,0.12,0.1,-0.03,0.02,-0.03,0.08,0.09
2017-05-11,0.12,0.1,-0.02,0.02,-0.03,0.08,0.08
2017-05-12,0.12,0.11,-0.02,0.02,-0.04,0.08,0.08
2017-05-15,0.13,0.11,-0.02,0.02,-0.03,0.08,0.08
2017-05-16,0.13,0.12,-0.02,0.02,-0.04,0.08,0.08
2017-05-17,0.11,0.1,-0.01,0.02,-0.04,0.06,0.05
2017-05-18,0.09,0.1,-0.01,0.02,-0.03,0.06,0.06
2017-05-19,0.11,0.12,-0.01,0.02,-0.02,0.07,0.06
2017-05-22,0.11,0.12,-0.01,0.02,-0.02,0.07,0.07
2017-05-23,0.11,0.12,-0.01,0.02,-0.02,0.07,0.07
2017-05-24,0.12,0.12,-0.01,0.03,-0.01,0.08,0.07
2017-05-25,0.12,0.12,-0.01,0.02,-0.01,0.08,0.07
2017-05-26,0.12,0.11,-0.01,0.02,-0.02,0.08,0.07
2017-05-30,0.12,0.11,-0.01,0.03,-0.03,0.08,0.06
2017-05-31,0.11,0.11,-0.01,0.03,-0.03,0.08,0.06
2017-06-01,0.12,0.12,-0.01,0.02,-0.02,0.09,0.08
2017-06-02,0.12,0.13,-0.01,0.02,-0.01,0.09,0.08
2017-06-05,0.12,0.12,-0.01,0.02,-0.02,0.09,0.07
2017-06-06,0.12,0.12,-0.0,0.02,-0.02,0.08,0.07
2017-06-07,0.12,0.12,-0.01,0.02,-0.01,0.08,0.07
2017-06-08,0.12,0.12,-0.01,0.02,-0.01,0.08,0.09
2017-06-09,0.11,0.11,-0.01,0.02,-0.01,0.08,0.09
2017-06-12,0.11,0.11,-0.01,0.02,0.0,0.08,0.09
2017-06-13,0.11,0.11,-0.01,0.02,0.0,0.08,0.09
2017-06-14,0.11,0.11,-0.0,0.02,0.01,0.08,0.09
2017-06-15,0.1,0.1,-0.0,0.02,0.01,0.08,0.08
2017-06-16,0.1,0.11,-0.0,0.01,0.01,0.08,0.08
2017-06-19,0.11,0.11,-0.01,0.02,0.0,0.09,0.08
2017-06-20,0.09,0.09,-0.0,0.01,0.0,0.08,0.07
2017-06-21,0.09,0.08,-0.0,0.01,-0.0,0.08,0.07
2017-06-22,0.1,0.08,-0.0,0.01,-0.0,0.08,0.07
2017-06-23,0.1,0.09,-0.0,0.01,0.0,0.08,0.08
2017-06-26,0.11,0.09,-0.0,0.02,0.01,0.08,0.08
2017-06-27,0.1,0.09,-0.0,0.01,0.0,0.07,0.07
2017-06-28,0.1,0.09,-0.01,0.02,0.0,0.08,0.08
2017-06-29,0.09,0.08,-0.01,0.01,-0.01,0.07,0.07
2017-06-30,0.09,0.08,-0.01,0.02,-0.01,0.07,0.07
2017-07-03,0.1,0.08,-0.02,0.01,0.01,0.07,0.08
2017-07-05,0.1,0.08,-0.01,0.01,-0.01,0.07,0.07
2017-07-06,0.08,0.07,-0.02,0.01,-0.03,0.06,0.06
2017-07-07,0.08,0.07,-0.02,0.01,-0.02,0.07,0.07
2017-07-10,0.09,0.08,-0.02,0.01,-0.03,0.07,0.06
2017-07-11,0.1,0.08,-0.01,0.01,-0.03,0.07,0.07
2017-07-12,0.12,0.09,-0.01,0.01,-0.02,0.07,0.07
2017-07-13,0.13,0.09,-0.01,0.01,-0.02,0.07,0.07
2017-07-14,0.14,0.1,-0.01,0.01,-0.01,0.08,0.08
2017-07-17,0.13,0.09,-0.01,0.02,0.0,0.08,0.08
2017-07-18,0.14,0.09,-0.01,0.02,-0.0,0.08,0.07
2017-07-19,0.14,0.1,-0.01,0.02,0.01,0.08,0.08
2017-07-20,0.14,0.1,-0.0,0.02,0.0,0.08,0.08
2017-07-21,0.14,0.1,-0.0,0.02,0.0,0.08,0.08
2017-07-24,0.14,0.09,-0.0,0.02,-0.0,0.08,0.08
2017-07-25,0.14,0.09,-0.01,0.02,0.0,0.08,0.09
2017-07-26,0.15,0.1,-0.01,0.02,0.01,0.08,0.08
2017-07-27,0.14,0.1,-0.01,0.02,0.01,0.08,0.07
2017-07-28,0.14,0.1,-0.0,0.02,0.01,0.08,0.07
2017-07-31,0.14,0.1,-0.0,0.02,0.01,0.08,0.07
2017-08-01,0.14,0.1,-0.0,0.02,0.01,0.08,0.07
2017-08-02,0.14,0.1,-0.0,0.02,0.0,0.08,0.06
2017-08-03,0.14,0.1,-0.0,0.01,0.0,0.08,0.05
2017-08-04,0.14,0.1,-0.0,0.01,0.01,0.08,0.05
2017-08-07,0.15,0.1,-0.0,0.01,0.01,0.08,0.05
2017-08-08,0.15,0.1,-0.0,0.01,0.0,0.08,0.05
2017-08-09,0.13,0.09,-0.0,0.01,-0.0,0.08,0.04
2017-08-10,0.11,0.08,0.0,-0.0,-0.01,0.06,0.02
2017-08-11,0.11,0.08,0.0,0.0,-0.01,0.06,0.02
2017-08-14,0.12,0.08,0.0,0.01,0.0,0.07,0.04
2017-08-15,0.12,0.08,-0.0,0.01,-0.0,0.07,0.03
2017-08-16,0.13,0.09,0.0,0.01,0.0,0.07,0.03
2017-08-17,0.12,0.07,0.0,0.0,-0.0,0.05,0.01
2017-08-18,0.13,0.08,0.0,0.0,-0.01,0.05,0.01
2017-08-21,0.13,0.08,0.01,0.0,-0.0,0.05,0.01
2017-08-22,0.14,0.08,0.0,0.01,-0.01,0.06,0.02
2017-08-23,0.14,0.08,0.01,0.01,0.0,0.06,0.02
2017-08-24,0.15,0.08,0.01,0.01,0.0,0.05,0.02
2017-08-25,0.15,0.08,0.01,0.01,0.01,0.06,0.02
2017-08-28,0.15,0.08,0.01,0.01,-0.0,0.06,0.02
2017-08-29,0.15,0.08,0.01,0.01,-0.0,0.06,0.02
2017-08-30,0.15,0.08,0.01,0.01,0.0,0.06,0.03
2017-08-31,0.15,0.08,0.01,0.01,0.01,0.07,0.04
2017-09-01,0.15,0.08,0.01,0.01,0.01,0.07,0.05
2017-09-05,0.14,0.08,0.02,0.01,0.01,0.06,0.03
2017-09-06,0.15,0.08,0.01,0.01,0.01,0.06,0.04
2017-09-07,0.15,0.09,0.02,0.01,0.02,0.06,0.03
2017-09-08,0.14,0.09,0.02,0.0,0.02,0.06,0.03
2017-09-11,0.16,0.1,0.01,0.01,0.03,0.07,0.04
2017-09-12,0.16,0.1,0.01,0.01,0.02,0.07,0.05
2017-09-13,0.15,0.09,0.01,0.01,0.02,0.07,0.05
2017-09-14,0.15,0.1,0.01,0.01,0.03,0.07,0.05
2017-09-15,0.16,0.1,0.01,0.01,0.03,0.07,0.05
2017-09-18,0.16,0.1,0.0,0.01,0.02,0.07,0.06
2017-09-19,0.16,0.1,0.0,0.01,0.01,0.07,0.06
2017-09-20,0.16,0.1,0.0,0.01,0.01,0.07,0.06
2017-09-21,0.15,0.1,0.0,0.01,0.01,0.07,0.06
2017-09-22,0.15,0.1,0.0,0.01,-0.0,0.07,0.06
2017-09-25,0.13,0.09,0.01,0.01,0.01,0.07,0.06
2017-09-26,0.12,0.09,0.01,0.01,0.01,0.07,0.07
2017-09-27,0.12,0.09,0.0,0.01,-0.0,0.07,0.09
2017-09-28,0.12,0.09,0.0,0.01,0.0,0.07,0.09
2017-09-29,0.13,0.1,-0.0,0.01,0.01,0.07,0.09
2017-10-02,0.13,0.1,-0.0,0.01,0.0,0.08,0.1
2017-10-03,0.14,0.1,-0.0,0.01,0.0,0.08,0.1
2017-10-04,0.14,0.1,-0.0,0.01,0.01,0.08,0.1
2017-10-05,0.15,0.09,-0.0,0.01,0.01,0.09,0.1
2017-10-06,0.14,0.09,-0.0,0.01,0.01,0.08,0.1
2017-10-09,0.14,0.09,-0.0,0.01,0.01,0.08,0.09
2017-10-10,0.15,0.1,-0.0,0.01,0.02,0.08,0.1
2017-10-11,0.16,0.1,-0.0,0.01,0.02,0.08,0.1
2017-10-12,0.16,0.1,0.0,0.01,0.02,0.08,0.09
2017-10-13,0.17,0.11,0.0,0.01,0.03,0.08,0.09
2017-10-16,0.16,0.11,0.0,0.01,0.02,0.08,0.09
2017-10-17,0.16,0.1,0.0,0.01,0.02,0.08,0.08
2017-10-18,0.16,0.1,-0.0,0.01,0.02,0.08,0.09
2017-10-19,0.15,0.1,0.0,0.01,0.02,0.08,0.09
2017-10-20,0.15,0.1,-0.0,0.01,0.01,0.09,0.09
2017-10-23,0.14,0.1,-0.0,0.01,0.01,0.08,0.08
2017-10-24,0.14,0.1,-0.0,0.01,0.0,0.08,0.08
2017-10-25,0.14,0.09,-0.01,0.01,-0.0,0.08,0.08
2017-10-26,0.13,0.09,-0.01,0.01,-0.01,0.08,0.08
2017-10-27,0.14,0.09,-0.0,0.01,-0.0,0.09,0.09
2017-10-30,0.13,0.09,-0.0,0.01,-0.01,0.08,0.07
2017-10-31,0.14,0.1,-0.0,0.01,-0.01,0.08,0.08
2017-11-01,0.15,0.1,-0.0,0.0,-0.0,0.08,0.07
2017-11-02,0.15,0.1,0.0,0.0,0.01,0.08,0.07
2017-11-03,0.14,0.1,0.0,0.0,0.0,0.08,0.07
2017-11-06,0.15,0.1,0.0,0.0,0.01,0.08,0.07
2017-11-07,0.14,0.09,0.0,0.0,0.02,0.08,0.06
2017-11-08,0.15,0.1,0.0,-0.0,0.02,0.08,0.06
